cod_art,nom_art,isbn,autor,cod_edito,cod_colecc,cod_tema,precio_1
9780880016025,THE MUHAMMAD ALI READER,9780880016025,VA,390,001,071,15.0
9780881139211,AMOR PARA TODA LA VIDA,9780881139211,DR. JAMES DOBSON,052,001,014,2.0
9780899227269,DICCIONARIO DE LA SANTA BIBLIA,9780899227269,W W RAND,108,001,221,18.0
9780930829216,REFRACTIONS,9780930829216,OCTAVIO ARMAND,124,001,071,5.0
9780955829802,THE BEATLES,9780955829802,V.A,300,001,171,14.0
9780974872407,LA SOMBRA DEL VIENTO,9780974872407,CARLOS RUIZ ZAFÓN,001,001,001,25.0
9780982354438,TOMAS MALDONADO EN CONVERSACION CON MARIA AMALIA GARCIA,9780982354438,ALEJANDRO CRISPIANI,099,001,287,10.0
9780982354490,LUIS CAMNITZER EN CONVERSACION CON ALEXANDER ALBERRO,9780982354490,GABRIEL PEREZ BARREIRO,099,001,287,10.0
9780984406852,VEINTE EJERCICIOS NARRATIVOS Y UNA CANCION,,JOSE BALZA,434,001,055,5.0
9780999552308,JUGANDO A SER DIOS,9780999552308,NELSON BUSTAMANTE CARMEN VICTORIA PARDO,378,001,091,20.0
9781000000009,LILIANA PORTER EN CONVERSACION CON INES KATZENSTEIN,9781000000009,GREGORY VOLK,099,001,287,10.0
9781078198868,SIN DESPEDIDA,9781078198868,ALVARO D MARCO,481,001,184,20.0
9781405076746,A KISS BEFORE DYING,9781405076746,IRA LEVIN,578,001,295,8.0
9781405452441,VIDA SALVAJE LA FAUNA EN SU HABITAT NATURAL,9781405452441,MIKE Y PEGGI BRIGGS,355,001,090,32.0
9781407510088,ELVIS PRESLEY,9781407510088,CLAYTON MARIE,355,001,018,34.0
9781407542218,RELATOS DE LA BIBLIA,9781407542218,JAN ASTLEY,355,001,131,8.0
9781407572826,REGIONES VINICOLAS,9781407572826,VA,355,001,105,30.0
9781407584959,COCINA MEXICANA MAS DE 100 IRRESISTIBLES RECETAS,9781407584959,,355,001,105,14.0
9781407585017,COCINA VEGETARIANA MAS DE 100 IRRESISTIBLES RECETAS,9781407585017,,355,001,105,14.0
9781407585024,CHOCOLATE MAS DE 100 IRRESISTIBLES RECETAS,9781407585024,,355,001,105,14.0
9781409543695,"1000 IDEAS PARA PINTAR, CONSTRUIR Y DIBUJAR",9781409543695,FIONA WATT,190,001,131,30.0
9781409546924,ESTE NO ES MI HAMSTER,9781409546924,,190,001,131,13.0
9781445416427,MI PRIMERA ENCICLOPEDIA SOBRE LA TIERRA,9781445416427,VA,355,001,025,25.0
9781445448282,100 ALIMENTOS PARA MANTENERSE JOVEN,9781445448282,CHARLOTTE WATTS,355,001,105,8.0
9781445448527,EL LIBRO DE COCINA DE LA MAMMA RECETAS ITALIANAS CASERAS,9781445448527,,355,001,105,25.0
9781445453811,BAMBI CON CADENA,9781445453811,VA,355,001,131,22.0
9781445468594,PESCADO RECETAS PARA PREPARAR Y SABOREAR TODOS LOS DIAS,9781445468594,GUNTER BEER PATRICK JAROS,365,001,105,14.0
9781445469096,PASTA RECETAS SENCILLAS,9781445469096,VA,355,001,105,12.0
9781445469195,TAPAS 100 RECETAS PARA CADA DIA,9781445469195,LOVE FOOD,355,001,105,12.0
9781445486710,101 DALMATAS CUENTO EN 3D,9781445486710,V.A,355,001,131,22.0
9781445486871,INOLVIDABLES,9781445486871,VA,355,001,110,32.0
9781472302106,1 MASA 100 TORTITAS Y GOFRES,9781472302106,CHRISTINE FRANCE,365,001,105,14.0
9781472302137,1 CALDO 100 SOPAS,9781472302137,LINDA DOESER,365,001,105,14.0
9781472302199,EL LIBRO DE LA SELVA,9781472302199,VA,355,001,131,17.0
9781472302212,NAVIDADES CON MICKEY,9781472302212,VA,355,001,131,21.0
9781472302458,CERVEZA LIBRO Y OBSEQUIO,9781472302458,,355,001,105,15.0
9781472303103,100 PRINCESAS DE ENSUEÑOS,9781472303103,KIRSTY NEALE NICOLA PONTIN,355,001,131,20.0
9781472304346,EL CUERPO HUMANO,9781472304346,V.A,355,001,025,25.0
9781472304513,ATLAS DEL MUNDO,9781472304513,VA,355,001,276,31.0
9781472305596,ENCICLOPEDIA COMPLETA DE LA GUITARRA,9781472305596,VA,355,001,171,32.0
9781472311542,RECUERDOS DE TU ABUELA  UN VIAJE AL PASADO,9781472311542,LIFE CANVAS,355,001,272,18.0
9781472311559,RECUERDOS DE MAMA  UN VIAJE AL PASADO,9781472311559,LIFE CANVAS,355,001,272,16.0
9781472315908,101 DALMATAS,9781472315908,VA,355,001,131,21.0
9781472315915,BAMBI,9781472315915,VA,355,001,131,21.0
9781472315922,DUMBO,9781472315922,V.A,355,001,131,21.0
9781472315939,LA DAMA Y EL VAGABUNDO,9781472315939,VA,355,001,131,17.0
9781472315946,PETER PAN CLASICO,9781472315946,V.A,355,001,131,21.0
9781472315953,PINOCHO,9781472315953,VA,355,001,136,21.0
9781472315977,CUENTOS DE BUENAS NOCHES,9781472315977,VA,355,001,131,18.0
9781472319784,PIXAR CREA,9781472319784,V.A,355,001,131,12.0
9781472320629,CHOOOF DIVERSIONES DIBUJOS Y CURIOSIDADES DEL MAR,9781472320629,VA,355,001,131,12.0
9781472324573,COCINA  ITALIANA  PLATOS ITALIANOS TRADICIONALES,9781472324573,,355,001,105,18.0
9781472325099,LA CENICIENTA LIBRO Y CD,9781472325099,VA,355,001,131,13.0
9781472325105,LA SIRENITA LIBRO Y CD,9781472325105,VA,355,001,131,13.0
9781472325730,LA BELLA DURMIENTE LIBRO Y CD,9781472325730,VA,355,001,131,13.0
9781472325754,LA BELLA Y LA BESTIA LIBRO Y CD,9781472325754,VA,355,001,131,13.0
9781472326867,AVIONES EQUIPO DE RESCATE,9781472326867,VA,355,001,131,21.0
9781472334763,CUENTOS PARA COMPARTIR,9781472334763,MARGARET WISE BROWN,355,001,131,25.0
9781472340146,ILUSIONES OPTICAS .  MAS DE 150 IMAGENES PARA PONER A PRUEBA TU MENTE,9781472340146,GARETH MOORE,355,001,012,21.0
9781472355911,GRANDES BATALLAS Y EJERCITOS,9781472355911,VA,355,001,110,25.0
9781474824507,LOS 100 JUGOS MAS SALUDABLES Y DELICIOSOS,9781474824507,,365,001,105,14.0
9781513611440,ENSEÑANZAS DE LOS VIAJEROS DEL UNIVERSO,9781513611440,MARTHA ROSENTHAL,379,001,084,25.0
9781524715083,MY BOOK OF PUPPIES BARBIE,9781524715083,LITTLE GOLDEN BOOK,278,001,131,9.0
9781598530155,AMERICAN SONNETS,9781598530155,DAVID BROMWICH,327,001,206,8.0
9781598530698,AMERICAN STAGE,9781598530698,LAURENCE SENELICK,327,001,110,10.0
9781598532043,COLLECTED STORIES,9781598532180,SHERWOOD ANDERSON,327,001,138,25.0
9781598532180,"COMPLETE NOVELS, CRIME STORIES&OTHER WRITINGS",9781598532180,DASHIELL HAMMETT,327,001,138,28.0
9781602551220,GRACIA PARA EL MOMENTO,9781602551220,MAX LUGADO,108,001,221,15.0
9781602551527,A MAMA LE VA DE MARAVILLA Y AL HOGAR TAMBIEN,9781602551527,MORALES HADA MARIA,108,001,014,12.0
9781602552791,JOHN F KENNEDY SU LIDERAZGO,9781602552791,JOHN A BARNES,108,001,018,17.0
9781602552920,MI ABUELO EXPLICABA MUY BIEN A LOS PAJAROS,9781602552920,CASTRO RODELO IVAN,108,001,220,10.0
9781607380030,LOS MANUSCRITOS PERDIDOS DE NAPOLEON HILL,9781607380030,NAPOLEON HILL,285,001,014,15.0
9781607380047,NEGOCIANDO PARA GANAR,9781607380047,JIM HENNIG,285,001,014,15.0
9781607380184,LA DIFERENCIA,9781607380184,JEAN CHATZKY,285,001,014,15.0
9781607380191,TU MEJOR PROMOTOR TU MISMO,9781607380191,MICHAEL PORT,285,001,014,15.0
9781607380382,ACTITUD DE EXCELENCIA,9781607380382,WILLIE JOLLEY,285,001,014,14.0
9781607380399,DESPIERTA ESTAS VIVO,9781607380399,ARNOLD FOX / BARRY FOX,285,001,014,15.0
9781607380429,DEL SUEÑO A LA CONQUISTA,9781607380429,WILLIAM RAMOS,285,001,014,15.0
9781607380467,UNA PUERTA DOS CERRADURAS,9781607380467,JIM MUNCY,285,001,014,15.0
9781607380474,EL PODER DE CREER EN UNO MISMO,9781607380474,ORISON S. MARDEN,285,001,014,15.0
9781607380481,LAS CLAVES DEL PENSAMIENTO POSITIVO,9781607380481,NAPOLEON HILL/MICHAEL J. RITT. JR.,285,001,014,15.0
9781607380566,SOLO ESCUCHA,9781607380566,MARK GOULSTON,285,001,014,15.0
9781607380597,ESCRIBALO Y HAGALO REALIDAD,9781607380597,HENRIETTE ANNE KLAUSER,285,001,014,15.0
9781607380634,LO QUE LAS PAREJAS INTELIGENTES SABEN,9781607380634,PATRICIA COVALT,285,001,014,15.0
9781607380658,UNA VIDA EMPRENDEDORA,9781607380658,JAY VAN ANDEL,285,001,018,15.0
9781607380672,CAPITALISMO SOLIDARIO,9781607380672,RICH DEVOS,285,001,066,15.0
9781607381075,PROSPERA,9781607381075,ETHAN WILLIS Y RANDY GARN,285,001,014,15.0
9781607381105,PRINCIPIOS INQUEBRANTABLES DEL EXITO,9781607381105,JEFF KELLER,285,001,014,15.0
9781607381303,LOS 8 PRINCIPIOS DE LAS FAMILIAS FELICES,9781607381303,SCOTT HALTZMAN M.D,285,001,014,15.0
9781716231544,LA SAGA CODIGO CONTACTO,9781716231544,MARTHA ROSENTHAL,379,001,084,35.0
9781729790717,DOS MUNDOS PRIMERA PARTE,9781729790717,CARSTEN TODTMANN,133,001,110,25.0
9781781862841,CENICIENTA Y LOS RATONES,9781781862841,VA,355,001,131,12.0
9781781868324,COCINA FRANCESA TRADICIONAL,9781781868324,RICHARD BERTINET,355,001,105,26.0
9781854229571,EUGENE DELACROIX,9781854229571,V.A,293,001,202,10.0
9781854229724,TOULOUSE  LAUTREC,9781854229724,V.A,293,001,202,10.0
9781854229779,CLAUDE MONET,9781854229779,VA,293,001,012,20.0
9781856276948,ENCYCLOPEDIA OF RIFLES Y HANDGUNS,9781856276948,SEAN CONNOLLY,515,001,333,15.0
9781880418598,THE DARK TOWER VI,9781880418598,STEPHEN KING,381,001,091,15.0
9781880418628,THE DARK TOWER VII,9781880418628,STEPHEN KING,381,001,091,15.0
9781883360818,UN CURSO DE MILAGROS,9781883360818,DR. HELEN SCHUCMAN,503,001,308,99.0
9781931059329,SOLO TOMA UN MINUTO CAMBIAR TU VIDA,9781931059329,WILLIE JOLLEY,285,001,014,15.0
9781931059695,LA LLAVE MAESTRA DE LA RIQUEZA,9781931059695,NAPOLEON HILL,285,001,014,15.0
9781931059756,EL VIAJE,9781931059756,RAFAEL AYALA/CAMILO CRUZ,285,001,014,15.0
9781933032771,UN PUENTE HACIA TERABITHIA,9781933032771,KATHERINE PATERSON,150,001,181,5.0
9781934996003,EL ARO Y LA TRAMA,9781934996003,ALEJANDRO MORENO OLMEDO,095,001,097,20.0
9781970047189,TIO SIMON ABC BILINGUAL,9781970047189,DAVID CALCANO,590,001,131,17.0
9782842782542,EL GRAN LOUVRE,9782842782542,VA,453,001,012,8.0
9782865352159,L ART DU KAMA SUTRA,9782865352159,SHANKAR BARUA,437,001,012,10.0
9782879390482,MUCHA UND DER SIEG DES JUGENDSTILS,9782879390482,ARTHUR ELKLRIDGE,438,001,012,10.0
9783625113867,ARABE,9783625113867,V.A,286 ,001,105,17.0
9783791333496,DALI THE REALITY OF DREAMS,9783791333496,RALF SCHIEBLER,001,001,202,25.0
9783822815731,MARIA,9783822815731,PRIYA HEMENWAY,237,001,085,12.0
9783822816523,THE HOTEL BOOK GREAT ESCAPES EUROPE,9783822816523,SHELLEY MAREE CASSIDY,237,001,104,30.0
9783822817612,DIETRICH,9783822817612,VA,237,001,038,17.0
9783822818190,ROTHKO,9783822818190,JACOB BAAL TESHUVA,001,001,001,30.0
9783822832509,HR GIGER,9783822832509,V.A,237,001,012,30.0
9783822837481,MIRO,9783822837481,WALTER ERBEN HAJO DUCHTING,237,001,012,42.0
9783822841044,1000 CHAIRS,9783822841044,CHALOTTE & PETER FIELL,237,001,104,45.0
9783822850343,40 ARCHITECTS,9783822850343,JESSICA CARGILL THOMPSON,237,001,104,20.0
9783822850800,SCULPTURE FROM ANTIQUITY TO THE PRESENT DAY,9783822850800,V.A,237,001,012,42.0
9783822862018,BRUEGEL LA OBRA COMPLETA - PINTURA,9783822862018,ROSE - MARIE Y RAINER HAGEN,001,001,202,30.0
9783829029513,MIGUEL ANGEL,9783829029513,ALEXANDRA GROMLING,294,001,202,14.0
9783833110580,ASTON MARTIN,9783833110580,V.A,294,001,104,20.0
9783833113611,MIGUEL ANGEL,9783833113611,ALEXANDRA GROMLING,001,001,202,2.0
9783833113635,DALI,9783833113635,FRANK WEYERS,001,001,202,2.0
9783833133367,EL BARROCO,9783833133367,,567,001,012,35.0
9783833134593,RENACIMIENTO,9783833134593,,567,001,012,35.0
9783833135149,EL GOTICO,9783833135149,ROLF TOMAN,567,001,012,35.0
9783833136023,EL ROMANICO,9783833136023,ROLF TOMAN,001,001,012,35.0
9783836503235,PIANO,9783836503235,PHILIP JODIDIO,237,001,011,47.0
9783836509435,LOGO DESINGN 2,9783836509435,JULIUS WIEDEMANN,237,001,247,20.0
9783836513609,MIGUEL ANGEL,9783836513609,ALEXANDRA GROMLING,237,001,012,42.0
9783836519564,TASCHEN FAVOURITE SPAS,9783836519564,ANGELIKA TASCHEN,261,001,128,27.0
9783836522977,VAN GOGH LA OBRA COMPLETA,9783836522977,INGO F. WALTHER RAINER METZGER,237,001,012,42.0
9783836524223,LOGO DESINGN 3,9783836524223,JULIUS WIEDEMANN,237,001,247,20.0
9783836529730,LEONARDO DA VINCI II TOMOS,9783836529730,FRANK ZOLLNER,237,001,012,42.0
9783836531368,MONET,9783836531368,CHRISTOPH HEINRICH,237,001,012,42.0
9783836531405,SCHIELE,9783836531405,REINHARD STEINER,237,001,012,42.0
9783836536196,ART NOW,9783836536196,,237,001,012,30.0
9784000211031,YO LA INTRANSIGENTE,9784000211031,SOFIA IMBER,288,001,018,18.0
9786034016477,CHIQUITA,9786034016477,ANTONIO ORLANDO RODRÍGUEZ,001,001,001,15.0
9786070710131,EL ASCENSO,9786070710131,AMANDA HOCKING,144,001,184,3.0
9786070716034,ESPEJO RETROVISOR,9786070716034,JUAN VILLORO,001,001,001,6.0
9786070721243,BALON DIVIDIDO,9786070721243,JUAN VILLORO,139,001,049,4.0
9786070732720,ORGULLO Y PREJUICIO,9786070732720,JANE AUSTEN,141,001,172,14.0
9786070763991,EL LABERINTO DE LOS ESPIRITUS,9786070763991,CARLOS RUIZ ZAFON,139,001,172,53.0
9786070774164,EL EXTRAÑO CASO DEL DR JEKYLL Y MR HYDE,9786070774164,R L STEVENSON,154,001,184,14.0
9786071101167,LA HIJA DEL SEPULTURERO,9786071101167,JOYCE CAROL OATES,011,001,184,10.5
9786071103062,ADAN EN EDEN,9786071103062,CARLOS FUENTES,011,001,151,10.0
9786071104083,ACTUA COMO DAMA PERO PIENSA COMO HOMBRE,9786071104083,STEVE HARVEY,006,001,308,3.0
9786071126146,LA ENZIMA PARA REJUVENECER,9786071126146,DOCTOR HIROMI SHINYA,006,001,277,2.0
9786071600011,EL LIBRO SALVAJE,9786071600011,JUAN VILLORO,001,001,131,10.0
9786071600042,EL CUENTO DEL PINGÜINO,9786071600042,ANTONIO VENTURA/CARMEN SEGOVIA,097,001,131,12.0
9786071600387,ESTAS SON LAS MAÑANITAS,9786071600387,CARLOS PELLICER LOPEZ,001,001,131,7.0
9786071600943,EL NOMBRE DE LA BALLENA,9786071600943,MARCELO BIRMAJER/MARTA VILLEGAS,001,001,131,9.0
9786071600950,LOS ESPEJOS DE ANA CLARA,9786071600950,MERCEDES CALVO,001,001,131,9.0
9786071601438,BERTA SUEÑA,9786071601438,ANTONIO VENTURA,097,001,131,6.0
9786071602008,QUE NIÑO MAS LENTO,9786071602008,LUCIA SERRANO,001,001,131,9.0
9786071602039,CUANDO LAS PANTERAS NO ERAN NEGRAS,9786071602039,FABIO MORABITO,097,001,132,6.0
9786071602893,CANDY,9786071602893,KEVIN BROOKS,097,001,184,15.0
9786071603098,EL PROCESO IDEOLOGICO DE LA REVOLUCION DE INDEPENDENCIA,9786071603098,LUIS VILLORO,097,001,101,15.0
9786071605689,JIRAFA AFRICANA,9786071605689,MEGUMI IWASA,097,001,131,6.0
9786071605863,TRIPTICO,9786071605863,CARLOS SOLORZANO,097,001,149,30.0
9786071606068,LA CADENA INVISIBLE FLUJO TENSO Y SERVIDUMBRE VOLUNTARIA,9786071606068,JEAN PIERRE DURAND,097,001,075,20.0
9786071606273,EL CAMINO MAS LARGO,9786071606273,NICOLAS ARISPE,001,001,131,10.0
9786071606785,LA BRUJA Y EL ESPANTAPAJARO,9786071606785,GABRIEL PACHECO,097,001,131,15.0
9786071606969,TRAPO Y RATA,9786071606969,MAGDALENA  ARMOSTRONG OLEA,001,001,131,14.0
9786071607935,SURGIMIENTO Y AUGE DEL NEOKANTISMO,9786071607935,KLAUS CHRISTIAN KOHNKE,097,001,100,30.0
9786071608499,LOS HIJOS DE SANCHEZ - UNA MUERTE EN LA FAMILIA SANCHEZ,9786071608499,OSCAR LEWIS,097,001,218,30.0
9786071609243,POR EL COLOR DEL TRIGO,9786071609243,TOÑO MALPICA,001,001,131,14.0
9786071610652,EL SENTIDO DEL PASADO,9786071610652,BERNARD WILLIAMS,097,001,100,30.0
9786071611055,NEWTON UNA BIOGRAFIA BREVE,9786071611055,PETER AVKROYD,097,001,023,10.0
9786071611703,RUDI EL CERDITO DE CARRERAS,9786071611703,UWE TIMM,097,001,132,6.0
9786071611901,COMO FUE EL PRESAGIO,9786071611901,RAUL RENAN,097,001,206,15.0
9786071612182,LECHE DEL SUEÑO,9786071612182,LEONORA CARRINGTON,001,001,131,15.0
9786071612670,COMO TE SIENTES,9786071612670,ANTHONY BROWNE,001,001,131,9.0
9786071613295,YA ERA TARDE,9786071613295,ALINE PETTERSSON,097,001,206,6.0
9786071613943,CUATRO ENSAYOS SOBRE EL QUIJOTE,9786071613943,MARGIT FRENK,097,001,082,8.0
9786071614261,GOZOLALIA,9786071614261,VICTOR HUGO PIÑA WILLIAMS,097,001,206,9.0
9786071614308,AZUCAR NEGRA,9786071614308,CARMEN BOULLOSA,097,001,138,8.0
9786071615268,EL RIO,9786071615268,JUAN ALCANTARA,097,001,206,8.0
9786071616104,EL VUELO DE LUCI,9786071616104,GERARDO VILLANUEVA,001,001,131,7.0
9786071616319,CONCIERTO NO. 7 PARA VIOLIN Y BRUJAS,9786071616319,JOEL FRANZ ROSELL,097,001,135,6.0
9786071616449,LEONES BRITANICOS Y AGUILAS MEXICANAS,9786071616449,PAUL GARNER,097,001,211,20.0
9786071616487,GREGORIO WALERSTEIN HOMBRE DE CINE,9786071616487,EUGENIA MEYER,097,001,038,25.0
9786071616531,CAPERUCITA ROJA,9786071616531,ADOLFO SERRA,001,001,131,9.0
9786071616579,PICO EN EL AIRE,9786071616579,MARTINE LAFFON/BETTY BONE,001,001,131,7.0
9786071617750,CUENTOS COMPLETOS SERGIO RAMIREZ,9786071617750,SERGIO RAMIREZ,097,001,055,12.0
9786071618085,HEGEL HAITI  LA HISTORIA  UNIVERSAL,9786071618085,SUSAN BUCK -MORSS,097,001,096,7.0
9786071618412,AL CALOR DE LA AMISTAD,9786071618412,OCTAVIO PAZ Y JOSE LUIS MARTINEZ,097,001,023,10.0
9786071619280,QUE TAL SI,9786071619280,ANTHONY BROWNE,001,001,131,25.0
9786071620873,EL SUEÑO,9786071620873,ANTONIO VENTURA/JESUS CISNEROS,001,001,131,14.0
9786071621771,DE ENTONCES Y AHORA,9786071621771,ORLANDO ORTIZ,097,001,139,15.0
9786071624857,EL ESTAMBRE MAGICO DEL SEÑOR PUG,9786071624857,SEBASTIAN MESCHENMOSER,001,001,131,7.0
9786071626301,LOS DÍAS RAROS,9786071626301,ROGER YCAZA/MARÍA FERNANDA HEREDIA,001,001,131,10.0
9786071629234,ABECEDARIO A MANO,9786071629234,ISOL,001,001,131,10.0
9786071629494,EL GATO ASESINO SE ENAMORA,9786071629494,ANNE FINE,097,001,132,6.0
9786071631411,LA ENORME NADA,9786071631411,MARIA BARANDA/MAITE GURRUTXAGA,097,001,131,12.0
9786071631459,EL DIARIO DE UN GATO ASESINO,9786071631459,ANNE FINE,097,001,132,6.0
9786071632012,LA CUCHARA SABROSA DEL PROFESOR ZIPER,9786071632012,JUAN VILLORO,001,001,131,7.0
9786071632678,LOS OSOS HIBERNAN SOÑANDO QUE SON LAGARTIJAS,9786071632678,JUAN CARLOS QUEZADAS,097,001,136,6.0
9786073178204,LA INVASION CONSENTIDA,9786073178204,DIEGO G MALDONADO,049,001,003,25.0
9786074000696,UNA BREVE HISTORIA DE LA IGLESIA CATOLICA,9786074000696,J DEREK HOLMES BERNARD W BICKERS,190,001,221,15.0
9786074000962,TIRANOSAURIO LAGARTO TIRANO,9786074000962,ROB SHONE,190,001,131,17.0
9786074001525,ENCENDER LA LUZ,9786074001525,ANA BONILLA RIUS,190,001,131,14.0
9786074001556,MONSTRUO TRISTE MONSTRUO FELIZ,9786074001556,ED EMBERLEY Y ANNE MIRANDA,190,001,131,17.0
9786074001594,EL ARTE DE LA SEDUCCIÓN,9786074001594,ROBERT GREENE,001,001,001,30.0
9786074001679,EL PRINCIPITO,9786074001679,JOANN SFAR,001,001,001,18.0
9786074002164,DOS PERSONAS,9786074002164,IWONA CHMIELEWSKA,190,001,131,14.0
9786074002553,EL CLUB DE LOS VIERNES,9786074002553,KATE JACOBS,190,001,184,15.0
9786074002843,TEN UN POCO DE FE,9786074002843,MITCH ALBOM,190,001,308,10.0
9786074002935,LUCAS,9786074002935,TONY BRADMAN TONY ROSS,190,001,131,14.0
9786074003062,TERCIOPELO,9786074003062,SILVANA D ANGELO ANTONIO MARINONI,001,001,001,17.0
9786074003116,EL PATITO FEO,9786074003116,HANS CRISTIAN ANDERSEN Y MARTA VICENTE,190,001,131,17.0
9786074003376,PUM,9786074003376,CLAUDIA RUEDA,190,001,131,10.0
9786074003383,MARTES,9786074003383,DAVID WIESNER,190,001,131,14.0
9786074003437,CENTIGRADOS Y PARALELOS,9786074003437,VICTOR SOLIS,190,001,131,14.0
9786074003574,SEXO TIEMPO Y PODER,9786074003574,LEONARD SHLAIN,235,001,226,10.0
9786074003697,20 POEMAS DE AMOR Y UNA CANCION DESESPERADA,9786074003697,PABLO NERUDA,190,001,206,6.0
9786074004496,QUE PASARIA SI,9786074004496,LAURA VACCARO SEEGER,190,001,131,11.0
9786074004625,TRILOGIA DE AUSCHWITZ,9786074004625,PRIMO LEVI,190,001,172,15.0
9786074005165,CON EL CORAZON EN LA MANO,9786074005165,CHRIS CLEAVE,190,001,172,12.0
9786074005271,ART Y MAX,9786074005271,DAVID WIESNER,190,001,131,14.0
9786074005288,UN DIA DIFERENTE PARA EL SEÑOR AMOS,9786074005288,PHILIP C. STEAD,190,001,131,13.0
9786074005431,HAMBRE DE LOBOS,9786074005431,ERIC PINTUS REMI SAILLARD,190,001,131,14.0
9786074005806,DESPLEGABLE NUMEROS,9786074005806,,190,001,131,13.0
9786074005813,DESPLEGABLE COLORES,9786074005813,,190,001,131,13.0
9786074005820,ANIMALES BEBES,9786074005820,,190,001,131,13.0
9786074006131,BLADE LA HUIDA,9786074006131,TIM BOWLER,078,001,183,10.0
9786074006155,ESTEGOSAURIO,9786074006155,GARY JEFFREY,001,001,001,17.0
9786074006162,BUENOS DIAS PAPA,9786074006162,IMAPLA,190,001,131,10.0
9786074006179,"BUENOS NOCHES, MAMA",9786074006179,IMAPLA,190,001,131,10.0
9786074043822,PERMANEZCA EN FORMA,9786074043822,VARIOS AUTORES,313,001,225,20.0
9786074043860,SALUDABLES HASTA LOS CIEN AÑOS,9786074043860,SERAFINA PETROCCA,012,001,225,20.0
9786074045208,HOJALDRES,9786074045208,VARIOS AUTORES,001,001,105,20.0
9786074110470,POBLACION DE LA MASCARA,9786074110470,FRANCISCO HERNANDEZ,013,001,206,10.0
9786074111507,EL FUEGO TIENE VITAMINAS,9786074111507,JUAN VILLORO,013,001,055,15.0
9786074111576,EL HOMBRE NACIDO EN DANZIG,9786074111576,GUILLERMO FADANELLI,013,001,172,10.0
9786074210040,KAFKA EN LA ORILLA,9786074210040,HARUKI MURAKAMI,178,001,191,18.0
9786074210255,SAUCE CIEGO MUJER DORMIDA,9786074210255,HARUKI MURAKAMI,178,001,191,18.0
9786074210262,LAS EDADES DE LULU,9786074210262,ALMUDENA GRANDES,178,001,191,18.0
9786074210644,EL CORAZON HELADO,9786074210644,ALMUDENA GRANDES,178,001,184,5.0
9786074210811,SPUTNIK MI AMOR,9786074210811,HARUKI MURAKAMI,178,001,191,16.0
9786074210835,LA LENTITUD,9786074210835,MILAN KUNDERA,178,001,191,18.0
9786074210880,EL GOLEM,9786074210880,GUSTAV MEYRINK,001,001,001,15.0
9786074212167,EL FIN DEL MUNDO,9786074212167,HARUKI MURAKAMI,178,001,191,18.0
9786074440379,100 PELICULAS MAS IMPORTANTES,9786074440379,V.A,292,001,104,7.0
9786074805451,LAS RANAS TAMBIEN SE ENAMORAN,9786074805451,MEGAN MAXWELL,182,001,151,2.0
9786075270470,MATERIA OSCURA,9786075270470,BLAKE CROUCH,001,001,001,25.0
9786075271200,ARQUEOPTERIX LA PRIMERA AVE,9786075271200,ROB SHONE Y JAMIE WEST,001,001,001,17.0
9786075271255,SIEMPRE TIENES HAMBRE,9786075271255,DR. DAVID LUDWIG,190,001,291,30.0
9786075271750,EL PODER DEL PENSAMIENTO POSITIVO,9786075271750,NORMAN VINCENT PEALE,001,001,001,20.0
9786075272795,EFECTO POSITIVO,9786075272795,ANTONIO ESQUINCA,190,001,278,25.0
9786075272870,ADELGAZAR CON LA CABEZA,9786075272870,YOHANA GARCIA ROBERT DALI,190,001,291,25.0
9786075273815,ESTOICISMO COTIDIANO,9786075273815,RYAN HOLIDAY Y STEOHEN HANSELMAN,190,001,014,25.0
9786075274317,MAMUT LANUDO,9786075274317,,190,001,131,17.0
9786075274324,TIGRES DIENTES DE SABLE,9786075274324,SMILODON,190,001,131,17.0
9786075274911,EL CAMINO DEL LOBO,9786075274911,JORDAN BELFORT,190,001,255,20.0
9786075274959,ANSIEDAD,9786075274959,AUGUSTO CURY,190,001,014,25.0
9786075276526,QUIERO UN PEQUEÑO LIBRO SOBRE EL AMOR,9786075276526,JORGE BUCAY,190,001,001,18.0
9786075276557,EL SISTEMA SOLAR,9786075276557,ANNE JANKELIOWITCH ANNABELLE BUXTON,254,001,131,25.0
9786075276915,LAS 48 LEYES DEL PODER,9786075276915,ROBERT GREENE,190,001,308,32.0
9786075277851,EL ARTE DE LA SEDUCCION,9786075277851,ROBERT GREENE,001,001,001,30.0
9786075277905,LAS LEYES DE LA NATURALEZA HUMANA,9786075277905,ROBERT GREENE,190,001,014,35.0
9786075278162,LAS 33 ESTRATEGIAS DE LA GUERRA,9786075278162,ROBERT GREENE,001,001,001,32.0
9786075278322,MAS ALLA DE MARTE Y VENUS,9786075278322,JOHN GRAY,001,001,308,20.0
9786075278377,GUIA RAPIDA DE LAS 48 LEYES DEL PODER,9786075278377,ROBERT GREENE,190,001,001,18.0
9786075279664,INFIDELIDAD. NUEVAS MIRADAS PARA UN VIEJO PROBLEMA,9786075279664,DEMIÁN BUCAY,001,001,001,20.0
9786075279794,MAESTRIA,9786075279794,ROBERT GREENE,190,001,001,27.0
9786075570501,DINERO FELIZ,9786075570501,KEN HONDA,001,001,001,22.0
9786075570556,AMARSE CON LOS OJOS ABIERTOS,9786075570556,JORGE SALINAS/SILVIA BUCAY,001,001,001,22.0
