cod_art,nom_art,isbn,autor,cod_edito,cod_colecc,cod_tema,precio_1
000001,CARTA  AL PADRE,9803540289,FRANZ KAFKA,010,001,140,5.0
000002,AGONIZAR EN SALAMANCA,842069536,LUCIANO GONZAKEZ EGIDO,012,001,110,10.0
000003,ANTOLOGIA POETICA 3 .,842060089,JUAN RAMON JIMENEZ,012,001,206,10.0
000004,BALADA DE LA PLAYA DE LOS PERROS,8420634387,JOSE CARDOSO PIRES,012,001,139,10.0
000005,CARTAS A JOSEFINA,8420632155,MIGUEL HERNADEZ,012,001,139,25.0
000006,DEFECTO DE FORMA,,PRIMO LEVI,012,001,139,6.0
000007,EL ALCALDE DE ZALAMEA,,PEDRO CALDERON DE LA BARCA,012,001,139,10.0
000008,EL CARLISMO,,JORDI CANAL,012,001,110,20.0
000009,EL HOMBRE,,JEAN ROSTAND,012,001,025,12.0
000010,EN BUSCA DEL TIEMPO PERDIDO 4 . SODOMA Y GOMORRA,8420610852,MARCEL PROUST,012,001,139,10.0
000011,ENCICLOPEDIA DE HISTORIA UNIVERSAL,8420685833,WILLIAM L LANGER,012,001,110,8.0
000012,ESTUDISO PSICO (PATO) LOGIA SEXUAL,,CARLOS CASTILLA DEL PINO,012,001,216,12.0
000013,EXPRESION Y REUNION,842061811,BLAS DE OTERO,012,001,139,10.0
000014,HERENCIA Y EUGENESIA,8420625523,FRANCIS GALTON,012,001,035,6.0
000015,HISTORIAS E INVENCIONES DE FELIX MURIEL,8420630055,RAFAEL DIESTE,012,001,139,10.0
000016,INTRODUCCION A LA ECONOMIA DE LA INTERNACIONAL,,RAMON TAMAMES,012,001,066,6.0
000017,LA RATA O EL DIVAN,8420617288,H.J EYSENCK,012,001,216,8.0
000018,LOS PRINCIPIOS DE LA ECONOMIA LIBERAL,8420624543,ENRIQUE BALLESTERO,012,001,066,6.0
000019,MARCEL PROUST 1 (1871 - 1903) Y 2 (1904 - 1922) (2 TOMOS),,GEORGE D PAINTER,012,001,021,15.0
000020,ORIENTE MEDIO 1 . HISTORIA ILUSTRADA,,PIERRE AMIET,012,001,110,8.0
000021,SOLOS DE CLARIN,,LEOPOLDO ALAS,012,001,139,10.0
000022,TEATRO COMPLETO 4 . SANTA JUANA DE LOS MATADEROS Y LA EXCEPCION Y LA REGLA,8420604941,BERTOLT BRECHT,012,001,232,12.0
000023,DICCIONARIO PRIVADO DE JORGE LUIS BORGES,8474750288,BLAS MATAMORO,014,001,061,12.0
000024,CABALLO DESBOCADO,8433912631,M RODIER Y E MUSARD,015,001,144,5.0
000025,CITY LIFE,,DONALD BARTHELME,015,001,219,5.0
000026,FRANZ KAFKA UNA VIDA DE ESCRITOR,,JOACHIM UNSELD,015,001,021,5.0
000027,GULLERMOTTA EN EL PAIS DE LAS GUILLERMINAS,8433904132,MANUEL VASQUEZ MONTALBAN,015,001,184,10.0
000028,LA RAZON Y LA SOMBRA,,ANTONIO ELORZA,015,001,071,5.0
000029,ALEJANDRO OTERO,821573,JOSE BALZA,019,001,203,10.0
000030,ALIRIO RODRIGUEZ,,VARIOS AUTORES,019,001,203,35.0
000031,AMERICA BARROCO Y ARQUITECTURA,,GRAZIANO GASPARINI,019,001,011,10.0
000032,ANTONIO ALCANTARA,123456789,CARLOS SILVA,019,001,203,20.0
000033,ARQUEOLOGIA CRONOLOGICA DE VENEZUELA . VOLUMEN II,821570,J.M CRUXENT  - IRVING ROUSE,019,001,005,10.0
000034,ARQUEOLOGIA CRONOLOGICA DE VENEZUELA . VOLUMEN I,810892,J.M CRUXENT  - IRVING ROUSE,019,001,005,10.0
000035,ARQUITECTURA DE TIERRA CRUDA EN VENEZUELA,9802161640,GRAZIANO GASPARINI/LUISE MARGOLIES,019,001,011,60.0
000036,ARQUITECTURA INKA,,GRAZIANO GASPARINI Y LUISE MARGOLIES,019,001,011,20.0
000037,AZALEA QUIÑONES,9802161896,ROBERTO GUEVARA,019,001,203,30.0
000038,BARRO MANOS Y TIERRAS DE LARA,,VARIOS AUTORES,019,001,013,20.0
000039,BOLIVAR LAS IDEAS Y SUS PUEBLOS,9802161721,J.L SALCEDO-BASTARDO,019,001,110,25.0
000040,BRAULIO SALAZAR,9802160075,JUAN CALZADILLA,019,001,203,20.0
000041,BROMELIACEAE OF VENEZUELA,9802160202,FRANCISCO OLIVA ESTEVA  - JULIAN A STEYERMARK,019,001,065,10.0
000042,BROMELIADS,9802161780,FRANCISCO OLIVA ESTEVE,019,001,065,30.0
000043,CABRE,800204,JUAN CALZADILLA,019,001,203,10.0
000044,CARACAS OFFNET SEINE TORE,980216092,EFRAIN SUBERO,019,001,039,25.0
000045,CARACAS WIDE OPEN,9802160431,EFRAIN SUBERO,019,001,039,25.0
000046,COASTS AND FISHERMEN OF VENEZUELA,9802161829,MICHAEL MOODY,019,001,039,10.0
000047,COLETTE DELOZANNE ESCULTORA,9802162035,VARIOS AUTORES,019,001,083,30.0
000048,COSTAS Y PESCADORES DE VENEZUELA,,MICHAEL MOODY,019,001,039,30.0
000049,DE TEODORA TORREALBA A MIGUEL ANGEL PERAZA,9802160644,ROSARIO ANZOLA Y NELSON GARRIDO,019,001,013,20.0
000050,DEL RORAIMA AL ORINOCO 3 TOMOS,810893,THEODOR KOCH GRUNBERG,019,001,039,45.0
000051,DICCIONARIO DE LAS ARTES PLASTICAS EN VENEZUELA,,INSTITUTO NACIONAL DE CULTURA Y BELLAS ARTES,019,001,203,10.0
000052,DIE ARCHITEKTUR DER KOLONIALZEIT IN IBEROAMERICA,9802161586,VARIOS AUTORES,019,001,011,20.0
000053,DIE GRAN SABANA,,FABIAN MICHELANGELI,019,001,065,20.0
000054,DIE SCHLANGEN VON VENEZUELA,,ABDEM R. LANCINI V./PAUL M. KORNACKER,019,001,090,40.0
000055,EL AVILA GUARAIRA REPANO,,ARMITANO,019,001,203,20.0
000056,EL HUMORISMO GRAFICO EN VENEZUELA,9802160415,ILDEMARO TORRES,019,001,129,10.0
000057,EL JAGUAR TIGRE AMERICANO,9802161020,RAFAEL HOOGESTEIJN AND EDGARDO MONDOLFI,019,001,090,10.0
000058,FEDERICO BRANDT,,JUAN CALZADILLA,019,001,203,10.0
000059,FLORA EMBLEMATICA,9802160083,JESUS HOYOS F.,019,001,065,20.0
000060,FORMACION URBANA DE VENEZUELA SIGLO XVI,,GRAZIANO GASPARINI,019,001,011,10.0
000061,HERBS AND SPICES OF VENEZUELA AND THE WORLD,9802161160,CARLOS CESARI,019,001,065,10.0
000062,HIERRA,800201,ALFREDO ARMAS ALFONZO,019,001,012,10.0
000063,HISTORIA DE LA PINTURA EN VENEZUELA . TOMO I . EPOCA COLONIAL . 2DA EDICION,,ALFREDO BOULTON,019,001,203,40.0
000064,HISTORIA DE LA PINTURA EN VENEZUELA . TOMO II,9802160083,CARLOS SILVA,019,001,203,50.0
000065,HISTORIA DE LA PINTURA EN VENEZUELA . TOMO Ii. SIGLO XIX. DEL NEOCLASICO AL ACADEMICISMO,9802161790,CARLOS SILVA,019,001,203,50.0
000066,HISTORIA DEL TRAJE DURANTE LA EPOCA COLONIAL VENEZOLANA,840947,CARLOS F DUARTE,019,001,121,10.0
000067,HISTORIA Y ANTOLOGIA DE LA COCINA MARGARITEÑA,9802160733,ANGEL FELIX GOMEZ,019,001,119,10.0
000068,JACOBO BORGES,,DORE ASHTON,019,001,203,21.0
000069,JUAN FELIX SANCHEZ EL GIGANTE DEL TISURE,,EDUARDO PLANCHART LICEA,019,001,203,20.0
000070,JUAN LOVERA Y SU TIEMPO,,PDVSA,019,001,203,20.0
000071,LA CERAMICA DURANTE LA EPOCA COLONIAL VENEZOLANA,,CARLOS F. DUARTE/MARIA L. FERNANDEZ,019,001,013,20.0
000072,LA ESCULTURA EN VENEZUELA EN EL SIGLO XIX Y LA PRESENCIA ITALIANA,9802161713,CARLOS SILVA,019,001,203,20.0
000073,LA GUAIRA,810895,GRAZINO GASPARINI Y MANUEL PEREZ VILA,019,001,039,20.0
000074,LA MUSICA POPULAR DE VENEZUELA,,LUIS FELIPE RAMON Y RIVERA,019,001,171,10.0
000075,LA REURBANIZACION DE EL SILENCIO,9806011163,RICARDO DE SOLA RICARDO,019,001,011,50.0
000076,LA TIERRA DE VENEZUELA Y LOS CIELOS DE SUS SANTOS,,ALFREDO ARMAS ALFONZO,019,001,221,10.0
000077,LA TIERRA DOCTORADA,,RAFAEL PINEDA,019,001,013,20.0
000078,LA VEGA A COLONIAL CASA (INGLES),9802160385,FEDERICO VEGAS,019,001,011,30.0
000079,LA VEGA UNA CASA COLONIAL,9802160377,FEDERICO VEGAS,019,001,011,20.0
000080,LAS BROMELIACEAES DE VENEZUELA,9802160199,FRANCISCO OLIVA ESTEVA  - JULIAN A STEYERMARK,019,001,065,10.0
000081,LAS FORTIFICACIONES DEL PERIODO HISPANICO EN VENEZUELA,,GRAZIANO GASPARINI,019,001,011,20.0
000082,LOS CARACTERES TIPOGRAFICOS Y SU HISTORIA,9802161691,E. ARMITANO/CARLOS CRUZ DIEZ,019,001,110,100.0
000083,LOZA POPULAR FALCONIANA,9802160393,VARIOS AUTORES,019,001,013,20.0
000084,LOZAS Y PORCELANAS EN VENEZUELA,9802160458,MANUEL RAFAEL RIVERO,019,001,013,20.0
000085,LUCIO RIVAS,790095,GRACIELA SCHAEL MARTINEZ,019,001,203,20.0
000086,LUIS ALFREDO LOPEZ MENDEZ,9802161969,BELGICA RODRIGUEZ,019,001,202,20.0
000087,LUISA RICHTER,9802160970,VARIOS AUTORES,019,001,203,20.0
000088,MANCHAS DE ASOMBRO,,ALIRIO PALACIOS,019,001,203,20.0
000089,MARCOS CASTILLO,9802160997,CARLOS SILVA,019,001,203,20.0
000090,MARIETTA BERMAN,9802160652,JUAN CALZADILLA Y MARIA ELENA RAMOS,019,001,203,20.0
000091,MARTA CABRUJAS,9802161942,EDUARDO PLANCHART LICEA,019,001,083,10.0
000092,MATEO MANAURE ARTE Y CONCIENCIA,9802160539,LUCILA VELASQUEZ,019,001,203,20.0
000093,MICHELENA,9802161667,JUAN CALZADILLA,019,001,203,10.0
000094,MOBILIARIO Y DECORACION INTERIOR,98021601233,CARLOS F. DUARTE,019,001,120,30.0
000095,MUROS DE VENEZUELA,,GUILLERMO MENESES/GRAZIANO GASPARINI,019,001,039,20.0
000096,NARVAEZ LA ESCULTURA HASTA NARVAEZ,800202,RAFAEL PINEDA,019,001,203,10.0
000097,ORCHIDS OF VENEZUELA ORQUIDEAS DE VENEZUELA,9802160172,VA,019,001,065,30.0
000098,PABLO BENAVIDES,9802161764,JUAN CALZADILLA,019,001,203,20.0
000099,PARAGUANA,,VARIOS AUTORES,019,001,039,20.0
000100,PEDRO ANGEL GONZALEZ,9802161462,JUAN CALZADILLA,019,001,203,10.0
000101,PEDRO CENTENO VALLENILLA,9802160822,VARIOS AUTORES,019,001,203,10.0
000102,PEDRO LEON CASTRO Y SU OBRA,850304,ALICIA PATIÑO,019,001,203,20.0
000103,PINTURA E ICONOGRAFIA POPULAR DE VENEZUELA,,CARLOS F  DUARTE,019,001,203,20.0
000104,PLANTAS ENTRE EL MAR Y LA TIERRA,790094,VOLKMAR VARESCHI,019,001,065,10.0
000105,POLEO,,GASTON DIEHL,019,001,203,20.0
000106,POLEO FRANCES,,GASTON DIEHL,019,001,203,20.0
000107,RAFAEL MONASTERIOS,840946,JUAN CALZADILLA,019,001,203,20.0
000108,RAMON VASQUEZ BRITO EL HOMBRE EL ARTISTA,,BELGICA RODRIGUEZ,019,001,203,20.0
000109,RENGIFO,810899,JORGE NUNES,019,001,203,20.0
000110,RODEOS DE LAS AMERICAS,980216142,MICHAEL MOODY,019,001,039,10.0
000111,RODEOS OF THE AMERICAS (INGLES),980216156,MICHAEL MOODY,019,001,039,10.0
000112,SOBRE TI VENEZUELA,,ALFREDO ARMAS ALFONZO/E. ARMITANO,019,001,039,20.0
000113,THE JAGUAR,9802161039,RAFAEL HOOGESTEIJN AND EDGARDO MONDOLFI,019,001,090,10.0
000114,THE LLANEROS COWBOYS OF VENEZUELA,980214139,JOSE ANTONIO GIACOPINI ZARRAGA,019,001,039,20.0
000115,TITO SALAS,,RAFAEL PINEDA,019,001,203,20.0
000116,TOMAS GOLDING,9802161683,CARLOS SILVA,019,001,203,10.0
000117,VENEZUELA ENTRE DOS SIGLOS . LA ARQUITECTURA DE 1870 A 1930,9802161594,SILVIA HERNANDEZ DE LASALA,019,001,011,20.0
000118,VENEZUELAN ORCHIDS,,GALFRID C K DUNSTERVILLE,019,001,065,10.0
000119,VICTOR VALERA ESCULTOR,9802161853,VARIOS AUTORES,019,001,203,20.0
000120,VIRGILIO TROMPIZ,9806888006,ZULEIVA VIVAS,019,001,203,10.0
000121,YOROKO A PANARE SHAMANS CONFIDENCES,9802160881,MARIE CLAUDE MATTEI MULLER,019,001,006,20.0
000122,YOROKO CONFIDENCES DUN CHAMANE PANARE,980216089,MARIE CLAUDE MATTEI MULLER,019,001,006,20.0
000123,YOROKO CONFIDENCIAS DE UN CHAMAN PANARE,9802160865,MARIE CLAUDE MATTEI MULLER,019,001,005,3.0
000124,YOROKO VERTRAULICHE MITTEILUNGEN EINES SCHAMANEN DER PANARE,9802160865,MARIE CLAUDE MATTEI MULLER,019,001,006,20.0
000125,"FUNDACIONES, VENCIMIENTOS Y CONTIENDAS",980276146,JUAN LISCANO,026,001,148,15.0
000126,"FUNDACIONES, VENCIMIENTOS Y CONTIENDAS",980276146,JUAN LISCANO,026,001,148,15.0
000127,LA GUERRA DEL FIN DEL MUNDO,9802761281,MARIO VARGAS LLOSA,026,001,174,15.0
000128,LA GUERRA DEL FIN DEL MUNDO,9802761281,MARIO VARGAS LLOSA,026,001,174,15.0
000129,LA MUERTE DE ARTEMIO CRUZ AURA,9802761133,CARLOS FUENTES,026,001,148,20.0
000130,LA MUERTE DE ARTEMIO CRUZ AURA,9802761133,CARLOS FUENTES,026,001,148,20.0
000131,LETRAS DE LA AUDIENCIA DE QUITO,8466001176,VARIOS AUTORES,026,001,148,20.0
000132,LITERATURA DE MEXICO ANTIGUO . NRO 28,9802760277,MIGUEL LEON- PORTILLA,026,001,148,15.0
000133,LITERATURA DE MEXICO ANTIGUO . NRO 28,9802760277,MIGUEL LEON- PORTILLA,026,001,148,15.0
000134,MEMORIAS DE UN SARGENTO DE MILICIAS . NRO 25,9802760447,MANUEL ANTONIO DE ALMEIDA,026,001,184,15.0
000135,NARRADORES ECUATORIANOS DEL 30 . NRO 85,8466000623,V.V.A.A.,026,001,172,18.0
000136,OBRA EDUCATIVA,846600078,EUGENIO DE SANTA CRUZ Y ESPEJO,026,001,111,20.0
000137,OBRA SELECTA (GERTRUDIS GOMEZ DE AVELLANEDA),9802760951,GERTRUDIS GOMEZ DE AVELLANEDA,026,001,148,25.0
000138,OBRAS,9802760064,HERNANDO DOMINGUEZ CAMARGO,026,001,148,25.0
000139,PASION DE URBINO . GENERAL A CABALLO . TEMPORADA DE ANGELES,9802762326,LISANDRO OTERO,026,001,184,15.0
000140,POESIA COLONIAL HISPANOAMERICANA,9802761095,HORACIO JORGE BECCO,026,001,206,12.0
000141,POESIA COLONIAL HISPANOAMERICANA,9802761095,HORACIO JORGE BECCO,026,001,206,12.0
000142,POLITICA Y SOCIEDAD EN ARGENTINA,9802764094,JUAN BAUTISTA ALBERDI,026,001,118,10.0
000143,RASGOS FUNDAMENTALES DE LA FILOSOFIA DEL DERECHO,9788470307867,HEGEL GEORG W. F.,029,001,060,15.0
000144,ACUESTALA SOBRE LIRIOS,840208012,JAMES HADLEY CHASE,031,001,139,4.0
000145,AVENTURAS DE ROCAMBOLE,8402005055,PONSON DU TERRAIL,031,001,139,10.0
000146,LA PIEL DE ZAPA,,HONORATO DE BALZAC,031,001,139,8.0
000147,LORD JIM,8402077765,JOSEPH CONRAD,031,001,172,8.0
000148,AVES SIN NIDO ,,CLORINDA MATTO DE TURNER,036,001,184,15.0
000149,UNA RETROSPECTIVA DEL CENTRO SIMON BOLIVAR,,V.A,038,001,012,60.0
000150,LAS CASAS DE DON JUAN DE VEGAS Y DE DON FELIPE DE LLAGUNO,,CARLOS F. DUARTE,052,001,012,30.0
000151,CREACION,,GORE VIDAL,055,001,184,18.0
000152,LOS DE ABAJO,840006884,MARIANO AZUELA,056,001,187,20.0
000153,LOS DÍAS TERRENALES,8400071131,JOSÉ REVUELTAS,056,001,198,25.0
000154,OBRA COMPLETA (JOSE ASUNCION SILVA),8400070321,JOSE ASUNCION SILVA,056,001,172,25.0
000155,TRADICIONES PERUANAS,8488344007,RICARDO PALMA,056,001,139,30.0
000156,FUNDAMENTOS DE LA CRITICA DE LA ECONOMIA POLITICA (2 TOMOS),,CARLOS MARX,069,001,066,25.0
000157,MONTAÑA ADENTRO,956111304,MARTA BRUNET,084,001,184,8.0
000158,LOS IDOLOS DE LAS ISLAS PROMETIDAS,9802372366,MARIA MAGDALENA ANTCZAK/ANDRZEJ ANTZAK,093,001,005,80.0
000159,AGUA QUEMADA,9681607805,CARLOS FUENTES,097,001,055,10.0
000160,ALEXIS DE TOCQUEVILLE 1805-1859,9681630122,ANDRE JARDIN,097,001,123,12.0
000161,EL TEATRO DE T S ELIOT,968165640,FRANZ KUNA,097,001,232,10.0
000162,FREUD Y LA OPERA,9681620208,JOSE PERRES,097,001,214,8.0
000163,LOS CONDENADOS DE LA TIERRA,9681609719,FRANZ FANON,097,001,211,12.0
000164,PASAJERO A LAS AMERICAS,9789681676575,PEDRO SALINAS,097,001,082,12.0
000165,RIMBAUD EN ABISINIA,9681635272,ALAIN BORER,097,001,086,18.0
000166,CENTENARIO DEL TEATRO MUNICIPAL DE CARACAS,,MARTA MIKULAN ,104,001,012,20.0
000167,SON DE AUSENCIA,900800754261,OCTAVIO ARMAND,118,001,206,12.0
000168,TEATRO I . DAR AL CESAR . LA SIRENITA . DIALOGO EN LA MARISMA,8426411568,MARGUERITE YOURCENAR,124,001,232,10.0
000169,EL CABALLERO SUECO,8476691068,LEO PERUTZ,131,001,139,10.0
000170,EL OIDO ABSOLUTO,8476691033,MARCELO COHEN,131,001,172,10.0
000171,EL PROCESO A JESUS,8485501500,PAUL WINTER,131,001,223,12.0
000172,EL SITIO DE KELANY,8476690487,MARCELO COHEN,131,001,139,15.0
000173,EL TEMPLO,8476690789,STEPHEN SPENDER,131,001,139,10.0
000174,LA CAUSALIDAD DIABOLICA,8485501403,LEON POLIAKOU,131,001,227,18.0
000175,MENDIGOS Y ORGULLOSOS,84776690770,ALBERT COSSERY,131,001,139,10.0
000176,VIAJE A SAMOA,,MARCEL SHWOB,134,001,220,6.0
000177,MI HERMANA  LA LUNA,,SUE HARRISON,136,001,196,8.0
000178,LA CASA DE BERNARDA ALBA  / ZAPATERA PRODIGIOSA,8423915204,FEDERICO GARCIA LORCA,154,001,232,6.0
000179,LA TEMPESTAD,8401813077,SEBASTIAN JUAN ARBO,156,001,184,5.0
000180,BOQUITAS PINTADAS,8432250007,MANUEL PUIG,168,001,184,6.0
000181,EL ESTIGMA DEL TIEMPO,,LUISA MERCEDES LEVINSON,168,001,142,10.0
000182,EN BUSCA DEL BARON CORVO,8432204064,A J A SYMONS,168,001,184,12.0
000183,ESPIRITUALIDAD Y LITERATURA . UNA RELACION TORMENTOSA,8432295078,JUAN LISCANO,168,001,236,10.0
000184,FIEBRE,8432213640,MIGUEL OTERO SILVA,168,001,184,6.0
000185,LA MUERTE DE HONORIO,8432213594,MIGUEL OTERO SILVA,168,001,172,6.0
000186,LA MUJER LOCA,,JUAN JOSE MILLAS,168,001,184,12.0
000187,LOPE DE AGUIRRE PRINCIPE DE LA LIBERTAD,8432203505,MIGUEL OTERO SILVA,168,001,184,8.0
000188,NOCHEBUENA POLACA,8432204935,TADEUSZ KONWICKI,168,001,184,8.0
000189,NOVELA CON COCAINA,8432204951,M. AGUEEV,168,001,184,8.0
000190,OFICINA N° 1,8432213713,MIGUEL OTERO SILVA,168,001,184,6.0
000191,RETRATO DEL ARTISTA CACHORRO,9586141002,DYLAN THOMAS,168,001,139,6.0
000192,UN CASO ACABADO,8432205257,GRAHAM GREENE,168,001,184,8.0
000193,VERSION CELESTE,434181970,JUAN LARREA,168,001,184,12.0
000194,AL SON DE LA TROMPETA FINAL,8432303968,PETER WORSLEY,172,001,005,10.0
000195,CATALUÑA CONTEMPORANEA II .1900-1939,8432301604,ALBERT BALCELLS,172,001,110,7.0
000196,CIENCIA Y POLITICA DEL COCIENTE INTELECTUAL,843230459,LEON KAMIN,172,001,216,8.0
000197,FEDERICO GARCIA LORCA HETERODOXO Y MARTIR ANALISIS Y PROYECCION DE LA OBRA JUVENIL INEDITA,8432305680,EUTIMIO MARTIN,172,001,239,34.0
000198,LA ESCRITURA POETICA DE MIGUEL HERNANDEZ,8432302708,MARIE CHEVALLIER,172,001,236,12.0
000199,LOS TEMAS POETICOS DE MIGUEL HERNANDEZ,8432303186,MARIE CHEVALLIER,172,001,045,12.0
000200,MERCADO Y DESARROLLO ECONOMICO EN LA ESPAÑA CONTEMPORANEA,8432305731,V.V.A.A,172,001,066,11.0
000201,PSICOLOGIA DEL DESARROLLO,8432304743,T. G. R. BOWER,172,001,216,15.0
000202,SISTEMA DE ENSEÑANZA Y DEMOCRACIA,8432303690,IGNACIO FERNANDEZ DE CASTRO,172,001,231,10.0
000203,UN PREFACIO A LA BIBLIA HEBREA,,GREOGE STEINER,173,001,224,6.0
000204,DELICIOSAS FRUTAS TROPICALES ,9589138594,LILIANA VILLEGAS,184,001,012,25.0
000205,CANTOS Y MITOS,8475221734,GABRIEL CELAYA,185,001,206,8.0
000206,HABITACIONES SEPARADAS,9788475223162,LUIS GARCIA MONTERO,185,001,206,10.0
000207,PERO EL VIAJERO QUE HUYE,8475222595,MANUEL VASQUEZ MONTALBAN,185,001,206,8.0
000208,SONETOS,8475221998,JOACHIM DU BELLAY,185,001,206,8.0
000209,A VEINTE AÑOS LUZ,8489846456,ELSA OSORIO,007,001,184,8.0
000210,TAPIES,,ALEXANDRE CIRICI,002,001,202,30.0
000211,LA PALABRA HECHA PAISAJE,,JOSE ALFREDO SABATINO PIZZOLANTE,350,001,039,29.0
000212,VIAJE DE UN NATURALISTA  ALREDEDOR DEL MUNDO,,CHARLES DARWIN,071,001,025,5.0
000213,LA COCINA DE JURASSIC PARK Y OTROS ENSAYOS VISUALES,000213,LUIS PEREZ ORAMAS,100,001,082,10.0
000214,CIUDAD BOLIVAR NO TE MUEVAS QUE VOY A DISPARAR,9802161209,RAFAEL PINEDA,019,001,039,10.0
000215,JARDIN DE SILICE,,IDA VITALE,129,001,206,10.0
000216,EL CORAZON BIEN INFORMADO,9681603958,GEORGES SADOUL,097,001,216,7.0
000217,ROMEO Y JULIETA  LOS DOS HIDALGOS DE VERONA,,WILLIAM SHAKESPEARE,006,001,232,2.0
000218,LA CELESTINA,,FERNANDO DE ROJAS,006,001,232,2.0
000219,EUGENE PICKERING,,WASHINGTON SQUARE,006,001,198,2.0
000220,TEATRO ESCOGIDO,,TIRSO DE MOLINA,006,001,198,2.0
000221,AZUL CUENTOS POEMAS EN PROSA,,RUBEN DARIO,006,001,206,2.0
000222,POESIAS COMPLETAS,,CARCILASO,006,001,206,2.0
000223,EL CANDOR DEL PADRE BROWN,,CHESTERTON,006,001,198,2.0
000224,ANDRE MAUROIS,,DISRAELI,006,001,018,2.0
000225,OBRAS COMPLETAS,,FRANCISCO DE QUEVEDO,006,001,172,5.0
000226,OBRAS DRAMATICAS COMPLETAS II,,TIRSO DE MOLINA,006,001,232,5.0
000227,EPIGRAMAS,,MARCIAL,386,001,282,4.0
000228,IL ROSSO E IL NERO II.,,STENDHAL,387,001,283,2.0
000229,ESPEJOS DE NOVIEMBRE PARA SUEÑOS DE ABRIL,,PABLO ROJAS GUARDIA,129,001,206,4.0
000230,ROMPASE EN CASO DE INCENDIO,,ISAAC CHOCRON,129,001,184,4.0
000231,LA VIDA ES JUEGO,,ALBERTO MORAVIA,407,001,232,4.0
000232,ESTADO DE SITIO,,COSTA GAVRAS&FRANCO SOLINAS,052,001,038,4.0
000233,LOS NEGOCIOS DEL SEÑOR JULIO CESAR,,BERTOLD BRECHT,172,001,184,4.0
000234,MARIA ESTUARDO LA DONCELLA DE ORLEANS,,SCHILLER,006,001,232,2.0
000235,PAJARO DE MAR POR TIERRA,,ISAAC CHOCRON,129,001,184,3.0
000236,PAGINAS ESCOGIDAS,,JOSE MARTI,052,001,211,3.0
000237,ANATOMIA DEL DERECHO,,LON L. FULLER,129,001,059,2.0
000238,OBRAS COMPLETAS TOMO I,,LEON NIKOLAIEVICH TOLSTOI,006,001,001,2.0
000239,LAS TRES VENTANAS,,HECTOR MUJICA,129,001,056,2.0
000240,CAMINOS DEL AMANECER,,RAMON DIAZ SANCHEZ,129,001,056,2.0
000241,EL ESPEJO DE LIDA SAL,,MIGUEL ANGEL ASTURIAS,172,001,285,3.0
000242,OCHO PALABREOS,,MIGUEL OTERO SILVA,407,001,082,2.0
000243,UN ASUNTO TENEBROSO,,HONORE DE BALZAC,405,001,172,2.0
000244,LA TIA TULA,,M DE UNAMUNO,405,001,172,2.0
000245,POESIA COMPLETA,,MIGUEL OTERO SILVA,129,001,206,2.0
000246,OBRAS COMPLETAS VIRGILIO HORACIO,,VIRGILIO HORACIO,006,001,138,1.0
000247,35 POEMAS DE RAFAEL CADENAS,,RAFAEL CADENAS,052,001,206,8.0
000248,EN TORNO AL LENGUAJE,,RAFAEL CADENAS,180,001,236,16.0
000249,ESTUCHE ROMULO GALLEGOS,,ROMULO GALLEGOS,376,001,152,116.0
000250,EN BUSCA DEL NUEVO MUNDO,000250,ARTURO USLAR PIETRI,097,001,110,2.0
000251,2G REVISTA INTERNACIONAL DE ARQUITECTURA Nº 10,,V.A,443,001,011,20.0
000252,2G REVISTA INTERNACIONAL DE ARQUITECTURA Nº 11,,V.A,443,001,011,20.0
000253,2G REVISTA INTERNACIONAL DE ARQUITECTURA Nº 13,,V.A,443,001,011,20.0
000254,12 PINTORES Y CRITICOS DE ARTE,,ANGEL RAMOS GIUGNI,452,001,012,10.0
000255,ARTE DE VENEZUELA,,VA,452,001,012,10.0
000256,RAUL SANTANA CON UN PUEBLO EN EL BOLSILLO,,AQUILES NAZOA,452,001,012,5.0
000257,PROGRESO Y DESILUSION,000257,RAYMOND ARON,129,001,227,5.0
000258,CANTO NACIONAL,000258,ERNESTO CARDENAL,001,001,206,3.0
000260,CRIMEN C A,,GERMAN CARIAS,400,001,301,3.0
000261,TEATRO,,ISAAC CHOCRON,180,001,232,5.0
000262,CUENTOS EN TONO MENOR,000262,OSCAR GUARAMATO,128,001,055,2.0
000263,PAIQUE Y OTROS RELATOS,000263,CHEVIGE GUAIQUE,031,001,242,2.0
000264,LA BELLA EPOCA,000264,LAURA  ANTILLANO,128,001,184,2.0
000265,CANCIONES DE LA NUEVA TROVA,000265,VARIOS,465,001,204,2.0
000266,MARIA,000266,JORGE ISAACS,462,001,184,2.0
000267,INFANCIA ADOLESCENCIA Y JUVENTUD,,LEON TOLSTOI,001,001,071,2.0
000268,EL COMPORTAMIENTO SEXUAL DEL VENEZOLANO,,FELIPE CARRERA D,128,001,226,2.0
000269,STORIA DELL AGRICOLTORA EUROPEA,,VARIOS,461,001,298,20.0
000270,MELANIE KLEIN REFLEXIONES SOBRE SU VIDA Y OBRA,,ROMULO LANDER,400,001,216,2.0
000271,A NICARAGUA,,ERNESTO CARDENAL,471,001,206,2.0
000272,PHILBY EL TERCER HOMBRE,,E H COOKRIDGE,156,001,260,2.0
000273,COMPENDIO DE DERECHO MARITIMO ARGENTINO,,GEORGES RIPERT,001,001,059,4.0
000274,DERECHO INTERNACIONAL PUBLICO,,CHARLES ROUSSEAU,001,001,059,4.0
